№ TT,НЕДЕЛЯ,КОЛ-ВО
39,2019-02-24 00:00:00,98854.7346797339
39,2019-03-02 00:00:00,117315.473066836
39,2019-03-09 00:00:00,123717.46054463
39,2019-03-15 00:00:00,94179.8356040385
39,2019-03-24 00:00:00,85980.3528805223
39,2019-03-31 00:00:00,119056.931626312
39,2019-04-02 00:00:00,103041.666002111
39,2019-04-08 00:00:00,59367.1791139025
39,2019-04-17 00:00:00,101248.958503129
39,2019-04-28 00:00:00,133872.774712335
39,2019-04-29 00:00:00,71732.8581514012
39,2019-05-08 00:00:00,88206.8362030437
39,2019-05-18 00:00:00,106945.133144794
39,2019-05-22 00:00:00,109971.336134284
39,2019-05-31 00:00:00,74353.2551164669
39,2019-06-03 00:00:00,70478.1298518052
39,2019-06-10 00:00:00,53156.592662973
39,2019-06-21 00:00:00,111380.586805654
39,2019-06-25 00:00:00,83537.1526503931
39,2019-07-07 00:00:00,87620.2022780564
39,2019-07-08 00:00:00,131327.175815237
39,2019-07-19 00:00:00,118435.041267189
39,2019-07-22 00:00:00,107682.943873884
39,2019-07-30 00:00:00,148772.609754425
39,2019-08-05 00:00:00,104217.803494423
39,2019-08-13 00:00:00,139983.706901574
39,2019-08-24 00:00:00,71901.9613139896
39,2019-08-27 00:00:00,108598.361520329
39,2019-09-04 00:00:00,67137.8377519627
39,2019-09-11 00:00:00,91153.9943943377
39,2019-09-17 00:00:00,111409.337126289
39,2019-09-29 00:00:00,106881.915126353
39,2019-10-04 00:00:00,85559.3376878264
39,2019-10-11 00:00:00,112830.17798828
39,2019-10-15 00:00:00,68255.5221590528
39,2019-10-23 00:00:00,102327.687293464
39,2019-10-29 00:00:00,71251.9831900723
39,2019-11-06 00:00:00,109689.874770269
39,2019-11-17 00:00:00,144721.90051589
39,2019-11-21 00:00:00,111036.333046842
39,2019-12-01 00:00:00,79139.9523134911
39,2019-12-08 00:00:00,102298.647898047
39,2019-12-12 00:00:00,122026.45355721
39,2019-12-20 00:00:00,74892.8567686047
39,2019-12-29 00:00:00,86779.3727912426
39,2020-01-01 00:00:00,107135.964385558
39,2020-01-11 00:00:00,69819.9494815631
83,2018-01-02 00:00:00,110169.071314081
83,2018-01-08 00:00:00,94756.7733638299
83,2018-01-21 00:00:00,122082.895509098
83,2018-01-24 00:00:00,132707.724845475
83,2018-02-03 00:00:00,104983.525693695
83,2018-02-07 00:00:00,82968.3415277734
83,2018-02-17 00:00:00,94265.5100029984
83,2018-02-24 00:00:00,91725.2858211235
83,2018-03-01 00:00:00,100521.304597255
83,2018-03-11 00:00:00,118528.230534249
83,2018-03-16 00:00:00,120549.387700762
83,2018-03-25 00:00:00,122574.543183667
83,2018-03-30 00:00:00,66635.4288384016
83,2018-04-05 00:00:00,62024.1377833478
83,2018-04-15 00:00:00,132321.270758349
83,2018-04-21 00:00:00,152504.980081515
83,2018-04-27 00:00:00,72095.5148011031
83,2018-05-02 00:00:00,94184.6824322398
83,2018-05-08 00:00:00,82761.8063241389
83,2018-05-18 00:00:00,112704.664757743
83,2018-05-23 00:00:00,62932.6352915671
83,2018-06-01 00:00:00,109775.976722098
83,2018-06-07 00:00:00,100888.431223142
83,2018-06-11 00:00:00,98772.5218234759
83,2018-06-21 00:00:00,89309.8141639591
83,2018-06-27 00:00:00,113180.909878802
83,2018-07-08 00:00:00,94065.0026064838
83,2018-07-11 00:00:00,66268.4341477025
83,2018-07-20 00:00:00,106274.680027808
83,2018-07-23 00:00:00,70818.7500628498
83,2018-07-30 00:00:00,97313.3617492216
83,2018-08-12 00:00:00,93325.9754636105
83,2018-08-18 00:00:00,114417.304084849
83,2018-08-25 00:00:00,79589.9164223235
83,2018-09-02 00:00:00,105632.85821287
83,2018-09-08 00:00:00,83837.3078931401
83,2018-09-16 00:00:00,88013.7002187079
83,2018-09-19 00:00:00,69075.7847551467
83,2018-09-29 00:00:00,120240.298354129
83,2018-10-02 00:00:00,108580.176919588
83,2018-10-14 00:00:00,139428.115271053
83,2018-10-15 00:00:00,112439.043882619
83,2018-10-22 00:00:00,86368.3518304585
83,2018-11-02 00:00:00,103047.58665701
83,2018-11-10 00:00:00,77245.6976725997
83,2018-11-17 00:00:00,115763.594315141
83,2018-11-22 00:00:00,104368.537881308
83,2018-11-28 00:00:00,82225.8075661291
83,2018-12-05 00:00:00,122462.003247112
83,2018-12-14 00:00:00,89303.5515582082
83,2018-12-18 00:00:00,119187.851939347
83,2018-12-26 00:00:00,101500.529852879
83,2019-01-02 00:00:00,72889.5247529727
83,2019-01-08 00:00:00,95357.0812520817
83,2019-01-18 00:00:00,115726.096282401
83,2019-01-26 00:00:00,77618.3836548689
83,2019-01-30 00:00:00,66828.5983318919
83,2019-02-05 00:00:00,97589.1493986407
83,2019-02-12 00:00:00,123832.048410903
83,2019-02-24 00:00:00,109606.601302155
83,2019-03-02 00:00:00,124558.423289194
83,2019-03-04 00:00:00,165667.760304272
83,2019-03-12 00:00:00,91483.0339909016
83,2019-03-22 00:00:00,77309.4802096482
83,2019-03-26 00:00:00,144994.258696657
83,2019-04-03 00:00:00,91364.2675883663
83,2019-04-13 00:00:00,121961.469088009
83,2019-04-21 00:00:00,86665.7575425964
83,2019-04-28 00:00:00,74112.9821147918
83,2019-05-02 00:00:00,108546.834249838
83,2019-05-07 00:00:00,125188.75582834
83,2019-05-19 00:00:00,94510.2094158606
83,2019-05-25 00:00:00,117624.565672847
83,2019-06-01 00:00:00,97280.6349919994
83,2019-06-09 00:00:00,30956.7927927154
83,2019-06-15 00:00:00,99149.9926955874
83,2019-06-23 00:00:00,87213.4051211037
83,2019-06-28 00:00:00,104657.806355589
83,2019-07-07 00:00:00,76637.5104571165
83,2019-07-09 00:00:00,83569.03056931
83,2019-07-17 00:00:00,90510.3044905205
83,2019-07-28 00:00:00,93600.9907334665
83,2019-08-02 00:00:00,121610.623624
83,2019-08-08 00:00:00,99730.8273493881
83,2019-08-16 00:00:00,82216.2916091602
83,2019-08-19 00:00:00,91513.878406489
83,2019-08-30 00:00:00,92103.4798576375
83,2019-09-05 00:00:00,92309.5323053949
83,2019-09-11 00:00:00,93818.6626432077
83,2019-09-19 00:00:00,84330.623272927
83,2019-09-28 00:00:00,80180.6585328254
83,2019-09-30 00:00:00,120232.130047808
83,2019-10-12 00:00:00,81848.5528616654
83,2019-10-15 00:00:00,89504.4981124204
83,2019-10-25 00:00:00,105470.781191791
83,2019-11-03 00:00:00,78471.2277080682
83,2019-11-10 00:00:00,100641.762510541
83,2019-11-13 00:00:00,103928.438280513
83,2019-11-24 00:00:00,114578.227256949
83,2019-11-30 00:00:00,106519.307120504
83,2019-12-05 00:00:00,87372.2698908721
83,2019-12-10 00:00:00,89549.7496528085
83,2019-12-21 00:00:00,117239.071717789
83,2019-12-23 00:00:00,87462.6148297686
83,2020-01-03 00:00:00,88943.7377527194
83,2020-01-07 00:00:00,89523.1360633242
134,2018-01-02 00:00:00,111143.491648564
134,2018-01-09 00:00:00,88271.8065130894
134,2018-01-19 00:00:00,101911.995927892
134,2018-01-24 00:00:00,114974.197228047
134,2018-01-29 00:00:00,80891.7516281852
134,2018-02-08 00:00:00,113360.143220649
134,2018-02-13 00:00:00,92775.4752857732
134,2018-02-21 00:00:00,66514.1602801183
134,2018-02-28 00:00:00,87494.1480784248
134,2018-03-10 00:00:00,121531.380316929
134,2018-03-18 00:00:00,140229.133661278
134,2018-03-21 00:00:00,83204.8499432506
134,2018-03-27 00:00:00,117526.163780971
134,2018-04-08 00:00:00,91241.102359533
134,2018-04-12 00:00:00,104549.635571728
134,2018-04-19 00:00:00,46509.3095139049
134,2018-04-27 00:00:00,129202.158238247
134,2018-05-03 00:00:00,128824.158426685
134,2018-05-07 00:00:00,79380.2783093716
134,2018-05-18 00:00:00,110036.195940134
134,2018-05-24 00:00:00,94608.2653778586
134,2018-05-28 00:00:00,102385.134129485
134,2018-06-05 00:00:00,80204.6411034191
134,2018-06-16 00:00:00,133230.000793144
134,2018-06-24 00:00:00,132792.090157756
134,2018-06-26 00:00:00,66070.5238640958
134,2018-07-02 00:00:00,97763.6037593236
134,2018-07-14 00:00:00,99834.5383182802
134,2018-07-17 00:00:00,121463.624042674
134,2018-07-29 00:00:00,106308.875754864
134,2018-08-03 00:00:00,112248.581733753
134,2018-08-07 00:00:00,69688.1559639596
134,2018-08-18 00:00:00,96714.9787808132
134,2018-08-20 00:00:00,115132.643806806
134,2018-09-02 00:00:00,73407.1722471093
134,2018-09-06 00:00:00,125074.784545234
134,2018-09-12 00:00:00,104139.23281717
134,2018-09-22 00:00:00,112229.560308834
134,2018-09-29 00:00:00,120036.17078108
134,2018-10-04 00:00:00,100751.311933739
134,2018-10-14 00:00:00,118593.913756717
134,2018-10-21 00:00:00,66625.2605947106
134,2018-10-27 00:00:00,79347.8121725102
134,2018-11-02 00:00:00,110818.480189899
134,2018-11-11 00:00:00,103644.027284398
134,2018-11-17 00:00:00,120623.537453528
134,2018-11-25 00:00:00,111418.192685102
134,2018-12-01 00:00:00,112327.520933273
134,2018-12-07 00:00:00,81161.6830331802
134,2018-12-11 00:00:00,98312.7622111055
134,2018-12-18 00:00:00,93862.2972870376
134,2018-12-27 00:00:00,119532.211271282
134,2019-01-03 00:00:00,103371.714251388
134,2019-01-13 00:00:00,105350.532981229
134,2019-01-18 00:00:00,114761.641393073
134,2019-01-26 00:00:00,103216.770594938
134,2019-01-30 00:00:00,112399.126751176
134,2019-02-09 00:00:00,128376.972121459
134,2019-02-14 00:00:00,96187.9082877711
134,2019-02-21 00:00:00,112621.582464261
134,2019-02-27 00:00:00,96861.3729575381
134,2019-03-05 00:00:00,116191.485703255
134,2019-03-17 00:00:00,131230.505352487
134,2019-03-21 00:00:00,120743.55734042
134,2019-03-25 00:00:00,97698.3362731015
134,2019-04-05 00:00:00,82777.5413502273
134,2019-04-14 00:00:00,115694.88173347
134,2019-04-20 00:00:00,84551.235984131
134,2019-04-23 00:00:00,108637.186357414
134,2019-04-30 00:00:00,91306.0504299047
134,2019-05-11 00:00:00,83991.572125193
134,2019-05-19 00:00:00,89516.5745414338
134,2019-05-25 00:00:00,85721.0625810304
134,2019-05-27 00:00:00,102611.79488511
134,2019-06-04 00:00:00,95424.1051655043
134,2019-06-10 00:00:00,111635.732095395
134,2019-06-20 00:00:00,97709.9128009992
134,2019-06-29 00:00:00,119198.45499038
134,2019-07-04 00:00:00,101941.453175097
134,2019-07-09 00:00:00,98646.2697553674
134,2019-07-21 00:00:00,100199.789462231
134,2019-07-28 00:00:00,127351.877844001
134,2019-08-04 00:00:00,75228.618545705
134,2019-08-09 00:00:00,108885.611095185
134,2019-08-18 00:00:00,114002.738180629
134,2019-08-24 00:00:00,76943.2725621709
134,2019-08-27 00:00:00,115483.864083049
134,2019-09-07 00:00:00,104691.978948933
134,2019-09-09 00:00:00,57020.1192491926
134,2019-09-22 00:00:00,83242.0252527806
134,2019-09-28 00:00:00,92315.8067827163
134,2019-10-05 00:00:00,92845.7769313365
134,2019-10-12 00:00:00,110330.330158192
134,2019-10-16 00:00:00,101655.70237759
134,2019-10-25 00:00:00,83899.8673752444
134,2019-11-02 00:00:00,112205.243439339
134,2019-11-08 00:00:00,103329.424516506
134,2019-11-15 00:00:00,78588.7524927838
134,2019-11-18 00:00:00,71090.1969280866
134,2019-11-27 00:00:00,103046.560371941
134,2019-12-03 00:00:00,113186.799326312
134,2019-12-13 00:00:00,75245.2142216586
134,2019-12-17 00:00:00,81930.2887095819
134,2019-12-29 00:00:00,114740.573772096
134,2019-12-30 00:00:00,81513.754137278
134,2020-01-07 00:00:00,102462.443873976
145,2018-01-06 00:00:00,69554.9199601397
145,2018-01-08 00:00:00,97331.9134463083
145,2018-01-17 00:00:00,113246.670157385
145,2018-01-27 00:00:00,132241.63241843
145,2018-02-02 00:00:00,84547.3063071396
145,2018-02-10 00:00:00,81201.5032709813
145,2018-02-13 00:00:00,79255.9835568649
145,2018-02-25 00:00:00,95490.9189707603
145,2018-02-26 00:00:00,113955.961135732
145,2018-03-10 00:00:00,72733.6334120754
145,2018-03-17 00:00:00,123521.58817714
145,2018-03-25 00:00:00,80804.5204329331
145,2018-03-27 00:00:00,141102.570750217
145,2018-04-03 00:00:00,90581.7607003606
145,2018-04-11 00:00:00,112395.568871792
145,2018-04-16 00:00:00,99272.0105322814
145,2018-04-27 00:00:00,107186.750875715
145,2018-05-01 00:00:00,82191.1039699791
145,2018-05-07 00:00:00,88418.4785233205
145,2018-05-17 00:00:00,134987.242552116
145,2018-05-27 00:00:00,124023.522170382
145,2018-05-29 00:00:00,109024.510519112
145,2018-06-06 00:00:00,104767.253610109
145,2018-06-12 00:00:00,98210.4255881101
145,2018-06-23 00:00:00,95187.2537191027
145,2018-06-30 00:00:00,83598.3646931744
145,2018-07-05 00:00:00,97162.5451890039
145,2018-07-10 00:00:00,77707.1817745992
145,2018-07-19 00:00:00,102944.124063804
145,2018-07-23 00:00:00,95757.793962608
145,2018-08-05 00:00:00,102191.384400139
145,2018-08-06 00:00:00,83187.3876652805
145,2018-08-19 00:00:00,100965.167453561
145,2018-08-24 00:00:00,83532.7573037614
145,2018-08-30 00:00:00,108560.716113461
145,2018-09-07 00:00:00,108901.662067901
145,2018-09-10 00:00:00,106611.718685928
145,2018-09-23 00:00:00,139820.688713781
145,2018-09-28 00:00:00,116863.739764834
145,2018-10-01 00:00:00,86363.339607093
145,2018-10-09 00:00:00,134236.059997683
145,2018-10-19 00:00:00,97809.8835397469
145,2018-10-28 00:00:00,96480.5938873501
145,2018-10-31 00:00:00,100543.306532755
145,2018-11-11 00:00:00,135774.800846162
145,2018-11-14 00:00:00,114768.297092732
145,2018-11-19 00:00:00,124342.959596472
145,2018-11-29 00:00:00,97337.7879284349
145,2018-12-09 00:00:00,100537.873790934
145,2018-12-16 00:00:00,118495.776173241
145,2018-12-18 00:00:00,76245.8772305926
145,2018-12-28 00:00:00,123364.451894026
145,2019-01-06 00:00:00,94540.1499411545
145,2019-01-10 00:00:00,91998.7373334755
145,2019-01-16 00:00:00,89289.823020479
145,2019-01-22 00:00:00,99097.9414275883
145,2019-01-28 00:00:00,101173.35302809
145,2019-02-06 00:00:00,130068.33186395
145,2019-02-17 00:00:00,158032.244201336
145,2019-02-21 00:00:00,103748.203073884
145,2019-02-27 00:00:00,101247.983005239
145,2019-03-09 00:00:00,79025.3964795331
145,2019-03-16 00:00:00,92741.3848986119
145,2019-03-21 00:00:00,109296.040513922
145,2019-03-28 00:00:00,103820.5333167
145,2019-04-05 00:00:00,123768.905836043
145,2019-04-08 00:00:00,106137.486167473
145,2019-04-16 00:00:00,134645.165252136
145,2019-04-24 00:00:00,67326.7378250731
145,2019-05-03 00:00:00,118693.860068412
145,2019-05-11 00:00:00,88305.43535568
145,2019-05-17 00:00:00,100875.202501154
145,2019-05-21 00:00:00,103765.734058692
145,2019-06-01 00:00:00,104779.694763334
145,2019-06-03 00:00:00,114361.444937346
145,2019-06-13 00:00:00,115780.016164974
145,2019-06-22 00:00:00,78104.4137138311
145,2019-06-27 00:00:00,96578.1549927679
145,2019-07-07 00:00:00,101844.836756959
145,2019-07-11 00:00:00,142888.7743751
145,2019-07-17 00:00:00,97702.793650414
145,2019-07-23 00:00:00,79475.3296983845
145,2019-08-02 00:00:00,107544.757186442
145,2019-08-06 00:00:00,101202.865065649
145,2019-08-17 00:00:00,136046.128477165
145,2019-08-21 00:00:00,94425.4825361105
145,2019-09-01 00:00:00,127124.466039542
145,2019-09-07 00:00:00,118658.486768847
145,2019-09-12 00:00:00,111804.955152688
145,2019-09-20 00:00:00,97337.8161037281
145,2019-09-27 00:00:00,87873.1362403422
145,2019-10-02 00:00:00,111776.583663981
145,2019-10-07 00:00:00,90243.111213075
145,2019-10-20 00:00:00,103986.201674666
145,2019-10-21 00:00:00,75192.6669469308
145,2019-10-31 00:00:00,94281.6820299148
145,2019-11-07 00:00:00,82724.3289476142
145,2019-11-17 00:00:00,117040.461078763
145,2019-11-18 00:00:00,110205.851170601
145,2019-11-28 00:00:00,86343.9952861785
145,2019-12-07 00:00:00,109086.409105664
145,2019-12-11 00:00:00,105087.120408387
145,2019-12-16 00:00:00,119420.262948299
145,2019-12-26 00:00:00,129612.59205896
145,2020-01-01 00:00:00,55075.7558404132
145,2020-01-11 00:00:00,110345.767674881
224,2018-01-04 00:00:00,76674.9353722677
224,2018-01-12 00:00:00,90308.5937124786
224,2018-01-19 00:00:00,89333.5853081886
224,2018-01-26 00:00:00,136582.818988753
224,2018-02-01 00:00:00,60964.7294428633
224,2018-02-10 00:00:00,130282.168671461
224,2018-02-18 00:00:00,93178.2121269832
224,2018-02-20 00:00:00,108535.325430797
224,2018-03-04 00:00:00,112250.253591812
224,2018-03-08 00:00:00,109012.083170948
224,2018-03-16 00:00:00,106028.481200556
224,2018-03-20 00:00:00,98530.4905971905
224,2018-03-27 00:00:00,87939.7296459781
224,2018-04-04 00:00:00,90089.5584416685
224,2018-04-13 00:00:00,109171.964053423
224,2018-04-20 00:00:00,96156.3344785046
224,2018-04-24 00:00:00,136905.617777981
224,2018-05-04 00:00:00,146493.686519698
224,2018-05-08 00:00:00,97834.7741992109
224,2018-05-19 00:00:00,92038.4525467207
224,2018-05-24 00:00:00,103191.857737536
224,2018-06-03 00:00:00,103218.235318886
224,2018-06-06 00:00:00,122719.233054871
224,2018-06-14 00:00:00,95275.1085444618
224,2018-06-18 00:00:00,116831.594214066
224,2018-06-25 00:00:00,90927.2050098648
224,2018-07-04 00:00:00,100018.289722261
224,2018-07-12 00:00:00,111558.175336269
224,2018-07-21 00:00:00,66078.5624207311
224,2018-07-23 00:00:00,115548.188210576
224,2018-07-31 00:00:00,89410.1851798119
224,2018-08-09 00:00:00,135475.765513873
224,2018-08-19 00:00:00,126544.671261592
224,2018-08-22 00:00:00,110550.831530555
224,2018-08-27 00:00:00,75195.7925565934
224,2018-09-04 00:00:00,57091.975851085
224,2018-09-14 00:00:00,76110.2100045138
224,2018-09-20 00:00:00,97577.4868584622
224,2018-09-24 00:00:00,84969.7585261735
224,2018-10-07 00:00:00,126994.914301054
224,2018-10-09 00:00:00,104487.797351894
224,2018-10-19 00:00:00,109378.576973481
224,2018-10-25 00:00:00,75684.4416212165
224,2018-11-04 00:00:00,68666.7908284197
224,2018-11-06 00:00:00,102465.142579002
224,2018-11-15 00:00:00,108331.625018502
224,2018-11-24 00:00:00,126973.256032538
224,2018-11-27 00:00:00,124600.185320798
224,2018-12-06 00:00:00,60596.1880904885
224,2018-12-15 00:00:00,78914.1565826901
224,2018-12-21 00:00:00,119664.286739223
224,2018-12-28 00:00:00,90623.576767247
224,2019-01-02 00:00:00,105150.121565337
224,2019-01-07 00:00:00,108571.563192045
224,2019-01-16 00:00:00,72431.7632259172
224,2019-01-23 00:00:00,83159.1181873558
224,2019-01-28 00:00:00,123096.562593061
224,2019-02-04 00:00:00,113819.469810642
224,2019-02-15 00:00:00,141310.452811473
224,2019-02-18 00:00:00,75860.739021864
224,2019-03-02 00:00:00,88029.9222288
224,2019-03-09 00:00:00,77234.216777504
224,2019-03-12 00:00:00,127647.467084043
224,2019-03-18 00:00:00,135514.706642816
224,2019-03-30 00:00:00,92273.8859663732
224,2019-04-06 00:00:00,93637.721832076
224,2019-04-14 00:00:00,102199.272608133
224,2019-04-15 00:00:00,109441.743538799
224,2019-04-22 00:00:00,88742.5193496091
224,2019-04-29 00:00:00,124538.93742361
224,2019-05-11 00:00:00,91415.5424424886
224,2019-05-14 00:00:00,115457.161114035
224,2019-05-26 00:00:00,108718.531973049
224,2019-05-31 00:00:00,92537.4508225875
224,2019-06-07 00:00:00,86818.0578114408
224,2019-06-13 00:00:00,90156.991741109
224,2019-06-17 00:00:00,91491.9928762895
224,2019-06-26 00:00:00,82295.2409240094
224,2019-07-07 00:00:00,68441.7819675765
224,2019-07-11 00:00:00,74330.6586740022
224,2019-07-17 00:00:00,71039.581907852
224,2019-07-24 00:00:00,122746.202580782
224,2019-07-31 00:00:00,96883.1376158644
224,2019-08-10 00:00:00,113911.149793125
224,2019-08-16 00:00:00,87136.9776337725
224,2019-08-25 00:00:00,98871.3972224393
224,2019-08-28 00:00:00,116822.233148182
224,2019-09-05 00:00:00,115449.980933389
224,2019-09-10 00:00:00,89938.9271515378
224,2019-09-18 00:00:00,74064.3421462669
224,2019-09-27 00:00:00,85969.049485804
224,2019-10-05 00:00:00,111468.422829396
224,2019-10-11 00:00:00,119835.782742105
224,2019-10-19 00:00:00,108487.750394096
224,2019-10-26 00:00:00,70586.7986133015
224,2019-10-30 00:00:00,83547.1938380685
224,2019-11-08 00:00:00,68113.6315636887
224,2019-11-13 00:00:00,91015.1109728564
224,2019-11-18 00:00:00,114905.840882958
224,2019-12-01 00:00:00,67337.7677244275
224,2019-12-02 00:00:00,102228.5010779
224,2019-12-11 00:00:00,122077.874348777
224,2019-12-21 00:00:00,121215.113241746
224,2019-12-24 00:00:00,111041.596133148
224,2019-12-31 00:00:00,111524.121060705
224,2020-01-09 00:00:00,116841.13984003
42,2018-01-01 00:00:00,112534.700721529
42,2018-01-08 00:00:00,127798.491605584
42,2018-01-15 00:00:00,111244.333918622
42,2018-01-22 00:00:00,96680.9428726433
42,2018-01-29 00:00:00,119628.271484323
42,2018-02-05 00:00:00,98178.5545308021
42,2018-02-12 00:00:00,86979.5767035182
42,2018-02-19 00:00:00,110867.475266762
42,2018-02-26 00:00:00,59896.5303695352
42,2018-03-05 00:00:00,79675.9905091193
42,2018-03-12 00:00:00,67919.4440592065
42,2018-03-19 00:00:00,96952.5442118171
42,2018-03-26 00:00:00,98176.4994950362
42,2018-04-02 00:00:00,77994.2354027157
42,2018-04-09 00:00:00,88625.6308682613
42,2018-04-16 00:00:00,165073.970094602
42,2018-04-23 00:00:00,102205.007934761
42,2018-04-30 00:00:00,83653.9108815546
42,2018-05-07 00:00:00,106736.758418424
42,2018-05-14 00:00:00,95023.5996101717
42,2018-05-21 00:00:00,103141.749679825
42,2018-05-28 00:00:00,89286.0647010017
42,2018-06-04 00:00:00,123229.306248176
42,2018-06-11 00:00:00,107869.643740474
42,2018-06-18 00:00:00,96418.8449726426
42,2018-06-25 00:00:00,96562.0761463769
42,2018-07-02 00:00:00,88632.1658801077
42,2018-07-09 00:00:00,112412.215824506
42,2018-07-16 00:00:00,93150.1879357257
42,2018-07-23 00:00:00,118848.568161754
42,2018-07-30 00:00:00,77958.5980924826
42,2018-08-06 00:00:00,112384.066984677
42,2018-08-13 00:00:00,128087.303198197
42,2018-08-20 00:00:00,126932.882524759
42,2018-08-27 00:00:00,127955.479785217
42,2018-09-03 00:00:00,124188.966757074
42,2018-09-10 00:00:00,82763.0255754971
42,2018-09-17 00:00:00,101144.719974605
42,2018-09-24 00:00:00,75959.8193595559
42,2018-10-01 00:00:00,77100.52026915
42,2018-10-08 00:00:00,49673.6451356686
42,2018-10-15 00:00:00,80594.6439678601
42,2018-10-22 00:00:00,108769.678878579
42,2018-10-29 00:00:00,111672.214165588
42,2018-11-05 00:00:00,127349.332560365
42,2018-11-12 00:00:00,96479.6096530898
42,2018-11-19 00:00:00,93870.5547337313
42,2018-11-26 00:00:00,68131.7656654359
42,2018-12-03 00:00:00,117646.779236778
42,2018-12-10 00:00:00,100439.913392332
42,2018-12-17 00:00:00,117812.106890681
42,2018-12-24 00:00:00,112087.839468325
42,2018-12-31 00:00:00,105012.642222989
42,2019-01-07 00:00:00,86633.6376994084
42,2019-01-14 00:00:00,69807.091529826
42,2019-01-21 00:00:00,107403.262322586
42,2019-01-28 00:00:00,117332.021712226
42,2019-02-04 00:00:00,100600.565751831
42,2019-02-11 00:00:00,99864.1511015877
42,2019-02-18 00:00:00,83346.2103764221
42,2019-02-25 00:00:00,122819.219814017
42,2019-03-04 00:00:00,104917.900231981
42,2019-03-11 00:00:00,107666.425427447
42,2019-03-18 00:00:00,99875.97637614
42,2019-03-25 00:00:00,71104.0178643354
42,2019-04-01 00:00:00,110288.182280073
42,2019-04-08 00:00:00,92707.1096395814
42,2019-04-15 00:00:00,130369.260546914
42,2019-04-22 00:00:00,116834.490015576
42,2019-04-29 00:00:00,64391.5678369831
42,2019-05-06 00:00:00,83581.4691737269
42,2019-05-13 00:00:00,112300.18435145
42,2019-05-20 00:00:00,129149.351482861
42,2019-05-27 00:00:00,82262.7138839052
42,2019-06-03 00:00:00,106716.681701428
42,2019-06-10 00:00:00,87857.6930526063
42,2019-06-17 00:00:00,121236.651679466
42,2019-06-24 00:00:00,123725.60080255
42,2019-07-01 00:00:00,108172.20528995
42,2019-07-08 00:00:00,70824.1221491009
42,2019-07-15 00:00:00,121056.242975726
42,2019-07-22 00:00:00,97322.7684363395
42,2019-07-29 00:00:00,82292.7651980199
42,2019-08-05 00:00:00,101900.007943755
42,2019-08-12 00:00:00,87961.037159222
42,2019-08-19 00:00:00,90114.1910470381
42,2019-08-26 00:00:00,77093.9626446924
42,2019-09-02 00:00:00,128114.407861233
42,2019-09-09 00:00:00,103112.063176318
42,2019-09-16 00:00:00,90408.2784711706
42,2019-09-23 00:00:00,96039.5112320554
